20230216 21:59:00 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java56 - started testscript nameusermenuDropdown
20230216 21:59:03 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java129 - going to the url = https://login.salesforce.com
20230216 22:11:19 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java56 - started testscript nameaccountsLink
20230216 22:11:22 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java129 - going to the url = https://login.salesforce.com
20230216 22:15:53 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java56 - started testscript nameaccountsLink
20230216 22:15:55 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java129 - going to the url = https://login.salesforce.com
20230216 22:19:31 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java56 - started testscript namecreateNewViewLink
20230216 22:19:34 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java129 - going to the url = https://login.salesforce.com
20230216 22:23:21 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java56 - started testscript namecreateNewViewLink
20230216 22:23:23 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java129 - going to the url = https://login.salesforce.com
20230216 22:27:34 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java56 - started testscript namecreateNewViewLink
20230216 22:27:37 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java129 - going to the url = https://login.salesforce.com
20230216 22:30:47 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java56 - started testscript namecreateNewViewLink
20230216 22:30:50 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java129 - going to the url = https://login.salesforce.com
20230216 22:33:46 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java56 - started testscript namecreateNewViewLink
20230216 22:33:49 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java129 - going to the url = https://login.salesforce.com
20230216 22:37:33 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java56 - started testscript namecreateNewViewLink
20230216 22:37:35 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java129 - going to the url = https://login.salesforce.com
20230216 22:38:39 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java56 - started testscript namecreateNewViewLink
20230216 22:38:42 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java129 - going to the url = https://login.salesforce.com
20230216 22:41:03 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java56 - started testscript namecreateNewViewLink
20230216 22:41:06 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java129 - going to the url = https://login.salesforce.com
20230216 22:45:10 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java56 - started testscript namecreateNewViewLink
20230216 22:45:13 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java129 - going to the url = https://login.salesforce.com
